Interaction ID,Customer ID,Category
INT334933,US00017911,Meter Read Reported
INT334934,US00017911,Meter Read Reported
INT334935,US00017911,Meter Read Reported
INT334936,US00017911,Move-In
INT334937,US00017911,Budget Billing Enrollment
INT334938,US00017911,Budget Billing Enrollment
INT334939,US00017911,Payment Extension
INT334940,US00017911,Service Order Reschedule
INT334941,US00017911,High Bill
INT334942,US00017911,Meter Read Reported
INT334943,US00017911,Profile Update
INT334944,US00017912,Service Order Request
INT334945,US00017912,Service Order Reschedule
INT334946,US00017912,Medical Certificate
INT334947,US00017912,Bill Correction
INT334948,US00017912,Bill Correction
INT334949,US00017912,Service Order Reschedule
INT334950,US00017912,Switch Supplier
INT334951,US00017912,Bill Correction
INT334952,US00017912,Service Order Request
INT334953,US00017912,Move-In
INT334954,US00017912,Meter Read Reported
INT334955,US00017912,Payment Extension
INT334956,US00017912,Service Order Reschedule
INT334957,US00017913,Move-In
INT334958,US00017913,Rebate Request
INT334959,US00017913,Rebate Request
INT334960,US00017913,Move-In
INT334961,US00017913,Payment Arrangement
INT334962,US00017913,Service Order Request
INT334963,US00017913,Bill Correction
INT334964,US00017913,Service Order Request
INT334965,US00017913,Budget Billing Enrollment
INT334966,US00017913,Budget Billing Enrollment
INT334967,US00017913,Service Order Reschedule
INT334968,US00017914,Switch Supplier
INT334969,US00017914,High Bill
INT334970,US00017914,Move-In
INT334971,US00017914,Service Order Request
INT334972,US00017914,Bill Correction
INT334973,US00017914,Service Order Reschedule
INT334974,US00017914,Rebate Request
INT334975,US00017914,Move-In
INT334976,US00017914,Move-In
INT334977,US00017914,Switch Supplier
INT334978,US00017914,Move-In
INT334979,US00017914,Payment Arrangement
INT334980,US00017914,Budget Billing Enrollment
INT334981,US00017915,Payment Extension
INT334982,US00017915,Service Order Request
INT334983,US00017915,Transfer of Service
INT334984,US00017915,Transfer of Service
INT334985,US00017915,Bill Correction
INT334986,US00017915,Profile Update
INT334987,US00017915,Profile Update
INT334988,US00017915,Profile Update
INT334989,US00017915,Meter Read Reported
INT334990,US00017915,High Bill
INT334991,US00017915,Rebate Request
INT334992,US00017915,Payment Extension
INT334993,US00017915,Meter Read Reported
INT334994,US00017915,High Bill
INT334995,US00017916,Meter Read Reported
INT334996,US00017916,High Bill
INT334997,US00017916,Bill Correction
INT334998,US00017916,Service Order Reschedule
INT334999,US00017916,Meter Read Reported
INT335000,US00017916,Medical Certificate
INT335001,US00017916,Meter Read Reported
INT335002,US00017916,Profile Update
INT335003,US00017916,Rebate Request
INT335004,US00017916,Service Order Request
INT335005,US00017916,Service Order Request
INT335006,US00017916,Budget Billing Enrollment
INT335007,US00017917,Transfer of Service
INT335008,US00017917,Budget Billing Enrollment
INT335009,US00017917,Service Order Reschedule
INT335010,US00017917,Service Order Request
INT335011,US00017917,Move-In
INT335012,US00017917,Payment Arrangement
INT335013,US00017917,Switch Supplier
INT335014,US00017917,Switch Supplier
INT335015,US00017917,Switch Supplier
INT335016,US00017917,Transfer of Service
INT335017,US00017917,Medical Certificate
INT335018,US00017917,Transfer of Service
INT335019,US00017917,Service Order Request
INT335020,US00017917,Payment Extension
INT335021,US00017917,High Bill
INT335022,US00017917,Switch Supplier
INT335023,US00017918,Payment Arrangement
INT335024,US00017918,Move-In
INT335025,US00017918,Meter Read Reported
INT335026,US00017918,Service Order Request
INT335027,US00017918,Low Income Program Request
INT335028,US00017918,Service Order Request
INT335029,US00017918,Transfer of Service
INT335030,US00017918,Payment Arrangement
INT335031,US00017918,Move-In
INT335032,US00017918,Low Income Program Request
INT335033,US00017918,Switch Supplier
INT335034,US00017918,Switch Supplier
INT335035,US00017918,Bill Correction
INT335036,US00017918,Budget Billing Enrollment
INT335037,US00017918,Payment Extension
INT335038,US00017919,Payment Extension
INT335039,US00017919,Low Income Program Request
INT335040,US00017919,Transfer of Service
INT335041,US00017919,Service Order Reschedule
INT335042,US00017919,Move-In
INT335043,US00017919,Profile Update
INT335044,US00017919,Move-In
INT335045,US00017919,Payment Arrangement
INT335046,US00017919,Bill Correction
INT335047,US00017919,Switch Supplier
INT335048,US00017919,Payment Arrangement
INT335049,US00017919,Bill Correction
INT335050,US00017919,Low Income Program Request
INT335051,US00017920,Rebate Request
INT335052,US00017920,High Bill
INT335053,US00017920,Transfer of Service
INT335054,US00017920,Bill Correction
INT335055,US00017920,Rebate Request
INT335056,US00017920,Profile Update
INT335057,US00017920,Move-In
INT335058,US00017920,Profile Update
INT335059,US00017920,High Bill
INT335060,US00017920,High Bill
INT335061,US00017920,Move-In
INT335062,US00017920,Service Order Reschedule
INT335063,US00017921,Rebate Request
INT335064,US00017921,Meter Read Reported
INT335065,US00017921,Medical Certificate
INT335066,US00017921,Profile Update
INT335067,US00017921,Medical Certificate
INT335068,US00017921,Low Income Program Request
INT335069,US00017921,Transfer of Service
INT335070,US00017921,Budget Billing Enrollment
INT335071,US00017921,Service Order Request
INT335072,US00017921,Medical Certificate
INT335073,US00017921,Service Order Request
INT335074,US00017921,Low Income Program Request
INT335075,US00017922,Profile Update
INT335076,US00017922,Service Order Request
INT335077,US00017922,Medical Certificate
INT335078,US00017922,Service Order Request
INT335079,US00017922,Move-In
INT335080,US00017922,Move-In
INT335081,US00017922,Budget Billing Enrollment
INT335082,US00017922,Profile Update
INT335083,US00017922,Meter Read Reported
INT335084,US00017922,Move-In
INT335085,US00017922,Profile Update
INT335086,US00017922,Switch Supplier
INT335087,US00017923,Service Order Request
INT335088,US00017923,Move-In
INT335089,US00017923,Low Income Program Request
INT335090,US00017923,Switch Supplier
INT335091,US00017923,Service Order Request
INT335092,US00017923,Payment Arrangement
INT335093,US00017923,Service Order Reschedule
INT335094,US00017923,Payment Arrangement
INT335095,US00017923,Medical Certificate
INT335096,US00017923,Service Order Request
INT335097,US00017923,High Bill
INT335098,US00017923,Service Order Request
INT335099,US00017924,Budget Billing Enrollment
INT335100,US00017924,Payment Arrangement
INT335101,US00017924,High Bill
INT335102,US00017924,Payment Arrangement
INT335103,US00017924,Payment Extension
INT335104,US00017924,Service Order Request
INT335105,US00017924,Bill Correction
INT335106,US00017924,Payment Extension
INT335107,US00017924,Medical Certificate
INT335108,US00017924,Switch Supplier
INT335109,US00017924,Profile Update
INT335110,US00017924,Payment Extension
INT335111,US00017925,Service Order Request
INT335112,US00017925,Meter Read Reported
INT335113,US00017925,Budget Billing Enrollment
INT335114,US00017925,Payment Arrangement
INT335115,US00017925,Meter Read Reported
INT335116,US00017925,High Bill
INT335117,US00017925,High Bill
INT335118,US00017925,Meter Read Reported
INT335119,US00017925,Meter Read Reported
INT335120,US00017925,High Bill
INT335121,US00017925,Transfer of Service
INT335122,US00017926,Rebate Request
INT335123,US00017926,Service Order Request
INT335124,US00017926,Profile Update
INT335125,US00017926,Transfer of Service
INT335126,US00017926,Service Order Request
INT335127,US00017926,Rebate Request
INT335128,US00017926,Move-In
INT335129,US00017926,Meter Read Reported
INT335130,US00017926,High Bill
INT335131,US00017926,Switch Supplier
INT335132,US00017926,Medical Certificate
INT335133,US00017927,Low Income Program Request
INT335134,US00017927,Low Income Program Request
INT335135,US00017927,Switch Supplier
INT335136,US00017927,Low Income Program Request
INT335137,US00017927,Meter Read Reported
INT335138,US00017927,Payment Arrangement
INT335139,US00017927,Switch Supplier
INT335140,US00017927,Rebate Request
INT335141,US00017927,Switch Supplier
INT335142,US00017927,High Bill
INT335143,US00017927,Payment Arrangement
INT335144,US00017927,Service Order Request
INT335145,US00017928,Budget Billing Enrollment
INT335146,US00017928,Meter Read Reported
INT335147,US00017928,Low Income Program Request
INT335148,US00017928,Rebate Request
INT335149,US00017928,Budget Billing Enrollment
INT335150,US00017928,High Bill
INT335151,US00017928,Transfer of Service
INT335152,US00017928,Meter Read Reported
INT335153,US00017928,Meter Read Reported
INT335154,US00017928,Switch Supplier
INT335155,US00017929,Bill Correction
INT335156,US00017929,Budget Billing Enrollment
INT335157,US00017929,Transfer of Service
INT335158,US00017929,Payment Extension
INT335159,US00017929,Service Order Request
INT335160,US00017929,Transfer of Service
INT335161,US00017929,High Bill
INT335162,US00017929,Medical Certificate
INT335163,US00017929,Medical Certificate
INT335164,US00017929,Payment Extension
INT335165,US00017929,Transfer of Service
INT335166,US00017929,Transfer of Service
INT335167,US00017929,Payment Arrangement
INT335168,US00017930,Medical Certificate
INT335169,US00017930,Transfer of Service
INT335170,US00017930,Service Order Reschedule
INT335171,US00017930,Payment Arrangement
INT335172,US00017930,Switch Supplier
INT335173,US00017930,Rebate Request
INT335174,US00017930,Payment Arrangement
INT335175,US00017930,Low Income Program Request
INT335176,US00017930,Transfer of Service
INT335177,US00017930,Transfer of Service
INT335178,US00017930,Switch Supplier
INT335179,US00017930,Profile Update
INT335180,US00017930,Medical Certificate
INT335181,US00017930,Bill Correction
INT335182,US00017931,Budget Billing Enrollment
INT335183,US00017931,Move-In
INT335184,US00017931,Service Order Reschedule
INT335185,US00017931,Bill Correction
INT335186,US00017931,Payment Extension
INT335187,US00017931,Medical Certificate
INT335188,US00017931,High Bill
INT335189,US00017931,Medical Certificate
INT335190,US00017931,Medical Certificate
INT335191,US00017931,Bill Correction
INT335192,US00017931,Move-In
INT335193,US00017931,Rebate Request
INT335194,US00017931,Bill Correction
INT335195,US00017931,Medical Certificate
INT335196,US00017932,Payment Arrangement
INT335197,US00017932,Service Order Request
INT335198,US00017932,Rebate Request
INT335199,US00017932,Move-In
INT335200,US00017932,High Bill
INT335201,US00017932,Medical Certificate
INT335202,US00017932,High Bill
INT335203,US00017932,Transfer of Service
INT335204,US00017932,Payment Extension
INT335205,US00017932,Meter Read Reported
INT335206,US00017932,Switch Supplier
INT335207,US00017932,Medical Certificate
INT335208,US00017932,Service Order Reschedule
INT335209,US00017932,Move-In
INT335210,US00017933,Service Order Request
INT335211,US00017933,Profile Update
INT335212,US00017933,Payment Arrangement
INT335213,US00017933,Service Order Request
INT335214,US00017933,Move-In
INT335215,US00017933,Payment Arrangement
INT335216,US00017933,High Bill
INT335217,US00017933,Low Income Program Request
INT335218,US00017933,Meter Read Reported
INT335219,US00017933,Service Order Reschedule
INT335220,US00017934,Service Order Request
INT335221,US00017934,Switch Supplier
INT335222,US00017934,Profile Update
INT335223,US00017934,Transfer of Service
INT335224,US00017934,Bill Correction
INT335225,US00017934,Service Order Request
INT335226,US00017934,Low Income Program Request
INT335227,US00017934,Transfer of Service
INT335228,US00017934,High Bill
INT335229,US00017934,Rebate Request
INT335230,US00017934,Rebate Request
INT335231,US00017934,Rebate Request
INT335232,US00017934,Medical Certificate
INT335233,US00017935,Payment Extension
INT335234,US00017935,Payment Arrangement
INT335235,US00017935,Medical Certificate
INT335236,US00017935,Budget Billing Enrollment
INT335237,US00017935,Switch Supplier
INT335238,US00017935,Payment Arrangement
INT335239,US00017935,Service Order Request
INT335240,US00017935,Service Order Reschedule
INT335241,US00017935,Profile Update
INT335242,US00017935,High Bill
INT335243,US00017935,Transfer of Service
INT335244,US00017935,Meter Read Reported
INT335245,US00017935,Meter Read Reported
INT335246,US00017935,Switch Supplier
INT335247,US00017935,Service Order Reschedule
INT335248,US00017935,High Bill
INT335249,US00017936,Payment Arrangement
INT335250,US00017936,Low Income Program Request
INT335251,US00017936,High Bill
INT335252,US00017936,High Bill
INT335253,US00017936,Low Income Program Request
INT335254,US00017936,Service Order Reschedule
INT335255,US00017936,Bill Correction
INT335256,US00017936,Move-In
INT335257,US00017936,Budget Billing Enrollment
INT335258,US00017936,Rebate Request
INT335259,US00017936,Service Order Reschedule
INT335260,US00017936,Budget Billing Enrollment
INT335261,US00017936,Bill Correction
INT335262,US00017937,Payment Arrangement
INT335263,US00017937,Meter Read Reported
INT335264,US00017937,Transfer of Service
INT335265,US00017937,Transfer of Service
INT335266,US00017937,Switch Supplier
INT335267,US00017937,Service Order Reschedule
INT335268,US00017937,Move-In
INT335269,US00017937,Budget Billing Enrollment
INT335270,US00017937,Budget Billing Enrollment
INT335271,US00017937,Budget Billing Enrollment
INT335272,US00017937,Meter Read Reported
INT335273,US00017937,Bill Correction
INT335274,US00017938,Service Order Reschedule
INT335275,US00017938,Profile Update
INT335276,US00017938,Rebate Request
INT335277,US00017938,Service Order Reschedule
INT335278,US00017938,Meter Read Reported
INT335279,US00017938,Bill Correction
INT335280,US00017938,Service Order Request
INT335281,US00017938,Payment Extension
INT335282,US00017938,Budget Billing Enrollment
INT335283,US00017938,Budget Billing Enrollment
INT335284,US00017938,Budget Billing Enrollment
INT335285,US00017938,Budget Billing Enrollment
INT335286,US00017938,Rebate Request
INT335287,US00017939,Payment Extension
INT335288,US00017939,Low Income Program Request
