Interaction ID,Customer ID,Channel,Happiness Score,Agent,Interaction_Count
INT325900,US00017159,Phone,Unhappy,Javier,1
INT325901,US00017159,Email,Neutral,Kate,2
INT325902,US00017159,Email,Very Happy,Ashley,2
INT325903,US00017159,SMS,Very Happy,,1
INT325904,US00017159,Self-Service,Happy,,2
INT325905,US00017159,Self-Service,Happy,,2
INT325906,US00017159,Case,Neutral,Ashley,2
INT325907,US00017159,Case,Neutral,Kate,2
INT325908,US00017159,IVR,Happy,,2
INT325909,US00017159,IVR,Very Unhappy,,2
INT325910,US00017160,Phone,Unhappy,Javier,2
INT325911,US00017160,Phone,Very Happy,Ashley,2
INT325912,US00017160,Email,Neutral,Ashley,1
INT325913,US00017160,SMS,Neutral,,3
INT325914,US00017160,SMS,Happy,,3
INT325915,US00017160,SMS,Unhappy,,3
INT325916,US00017160,Self-Service,Happy,,2
INT325917,US00017160,Self-Service,Unhappy,,2
INT325918,US00017160,Case,Happy,Ashley,3
INT325919,US00017160,Case,Unhappy,Javier,3
INT325920,US00017160,Case,Happy,Ashley,3
INT325921,US00017160,IVR,Happy,,1
INT325922,US00017161,Phone,Unhappy,Kate,3
INT325923,US00017161,Phone,Happy,Javier,3
INT325924,US00017161,Phone,Neutral,Ashley,3
INT325925,US00017161,Email,Happy,Kate,2
INT325926,US00017161,Email,Very Happy,Javier,2
INT325927,US00017161,SMS,Very Happy,,2
INT325928,US00017161,SMS,Neutral,,2
INT325929,US00017161,Self-Service,Neutral,,1
INT325930,US00017161,Case,Happy,Kate,1
INT325931,US00017161,IVR,Very Happy,,2
INT325932,US00017161,IVR,Happy,,2
INT325933,US00017162,Phone,Very Happy,Javier,1
INT325934,US00017162,Email,Very Happy,Javier,3
INT325935,US00017162,Email,Very Unhappy,Javier,3
INT325936,US00017162,Email,Happy,Kate,3
INT325937,US00017162,SMS,Unhappy,,2
INT325938,US00017162,SMS,Happy,,2
INT325939,US00017162,Self-Service,Very Happy,,3
INT325940,US00017162,Self-Service,Very Happy,,3
INT325941,US00017162,Self-Service,Very Happy,,3
INT325942,US00017162,Case,Very Happy,Ashley,2
INT325943,US00017162,Case,Very Happy,Javier,2
INT325944,US00017162,IVR,Very Happy,,3
INT325945,US00017162,IVR,Very Unhappy,,3
INT325946,US00017162,IVR,Happy,,3
INT325947,US00017163,Phone,Neutral,Ashley,3
INT325948,US00017163,Phone,Very Happy,Javier,3
INT325949,US00017163,Phone,Very Happy,Kate,3
INT325950,US00017163,Email,Very Unhappy,Kate,2
INT325951,US00017163,Email,Neutral,Javier,2
INT325952,US00017163,SMS,Very Happy,,1
INT325953,US00017163,Self-Service,Happy,,3
INT325954,US00017163,Self-Service,Very Unhappy,,3
INT325955,US00017163,Self-Service,Neutral,,3
INT325956,US00017163,Case,Very Happy,Kate,1
INT325957,US00017163,IVR,Unhappy,,3
INT325958,US00017163,IVR,Unhappy,,3
INT325959,US00017163,IVR,Very Happy,,3
INT325960,US00017164,Phone,Neutral,Javier,3
INT325961,US00017164,Phone,Neutral,Javier,3
INT325962,US00017164,Phone,Unhappy,Javier,3
INT325963,US00017164,Email,Very Happy,Ashley,3
INT325964,US00017164,Email,Unhappy,Kate,3
INT325965,US00017164,Email,Happy,Ashley,3
INT325966,US00017164,SMS,Very Unhappy,,3
INT325967,US00017164,SMS,Happy,,3
INT325968,US00017164,SMS,Neutral,,3
INT325969,US00017164,Self-Service,Very Happy,,3
INT325970,US00017164,Self-Service,Happy,,3
INT325971,US00017164,Self-Service,Neutral,,3
INT325972,US00017164,Case,Very Happy,Javier,1
INT325973,US00017164,IVR,Happy,,1
INT325974,US00017165,Phone,Happy,Ashley,1
INT325975,US00017165,Email,Very Happy,Kate,2
INT325976,US00017165,Email,Unhappy,Javier,2
INT325977,US00017165,SMS,Neutral,,2
INT325978,US00017165,SMS,Happy,,2
INT325979,US00017165,Self-Service,Happy,,3
INT325980,US00017165,Self-Service,Unhappy,,3
INT325981,US00017165,Self-Service,Very Unhappy,,3
INT325982,US00017165,Case,Very Happy,Kate,1
INT325983,US00017165,IVR,Very Unhappy,,3
INT325984,US00017165,IVR,Very Happy,,3
INT325985,US00017165,IVR,Neutral,,3
INT325986,US00017166,Phone,Happy,Kate,3
INT325987,US00017166,Phone,Neutral,Kate,3
INT325988,US00017166,Phone,Unhappy,Kate,3
INT325989,US00017166,Email,Very Happy,Javier,3
INT325990,US00017166,Email,Unhappy,Javier,3
INT325991,US00017166,Email,Unhappy,Ashley,3
INT325992,US00017166,SMS,Neutral,,3
INT325993,US00017166,SMS,Happy,,3
INT325994,US00017166,SMS,Very Happy,,3
INT325995,US00017166,Self-Service,Very Happy,,2
INT325996,US00017166,Self-Service,Neutral,,2
INT325997,US00017166,Case,Very Happy,Ashley,3
INT325998,US00017166,Case,Neutral,Ashley,3
INT325999,US00017166,Case,Very Unhappy,Kate,3
INT326000,US00017166,IVR,Unhappy,,1
INT326001,US00017167,Phone,Neutral,Javier,2
INT326002,US00017167,Phone,Unhappy,Javier,2
INT326003,US00017167,Email,Neutral,Ashley,3
INT326004,US00017167,Email,Happy,Ashley,3
INT326005,US00017167,Email,Neutral,Javier,3
INT326006,US00017167,SMS,Neutral,,1
INT326007,US00017167,Self-Service,Unhappy,,1
INT326008,US00017167,Case,Very Happy,Ashley,3
INT326009,US00017167,Case,Neutral,Ashley,3
INT326010,US00017167,Case,Very Happy,Javier,3
INT326011,US00017167,IVR,Neutral,,3
INT326012,US00017167,IVR,Very Happy,,3
INT326013,US00017167,IVR,Very Happy,,3
INT326014,US00017168,Phone,Neutral,Kate,1
INT326015,US00017168,Email,Neutral,Javier,1
INT326016,US00017168,SMS,Neutral,,3
INT326017,US00017168,SMS,Happy,,3
INT326018,US00017168,SMS,Very Unhappy,,3
INT326019,US00017168,Self-Service,Neutral,,3
INT326020,US00017168,Self-Service,Happy,,3
INT326021,US00017168,Self-Service,Happy,,3
INT326022,US00017168,Case,Very Unhappy,Ashley,1
INT326023,US00017168,IVR,Happy,,3
INT326024,US00017168,IVR,Neutral,,3
INT326025,US00017168,IVR,Unhappy,,3
INT326026,US00017169,Phone,Very Unhappy,Javier,2
INT326027,US00017169,Phone,Neutral,Kate,2
INT326028,US00017169,Email,Happy,Javier,3
INT326029,US00017169,Email,Very Happy,Javier,3
INT326030,US00017169,Email,Neutral,Kate,3
INT326031,US00017169,SMS,Very Unhappy,,3
INT326032,US00017169,SMS,Very Happy,,3
INT326033,US00017169,SMS,Unhappy,,3
INT326034,US00017169,Self-Service,Very Happy,,1
INT326035,US00017169,Case,Neutral,Kate,2
INT326036,US00017169,Case,Very Happy,Javier,2
INT326037,US00017169,IVR,Neutral,,1
INT326038,US00017170,Phone,Very Unhappy,Kate,2
INT326039,US00017170,Phone,Happy,Javier,2
INT326040,US00017170,Email,Neutral,Kate,1
INT326041,US00017170,SMS,Neutral,,3
INT326042,US00017170,SMS,Neutral,,3
INT326043,US00017170,SMS,Unhappy,,3
INT326044,US00017170,Self-Service,Very Happy,,2
INT326045,US00017170,Self-Service,Neutral,,2
INT326046,US00017170,Case,Neutral,Kate,3
INT326047,US00017170,Case,Very Happy,Ashley,3
INT326048,US00017170,Case,Happy,Kate,3
INT326049,US00017170,IVR,Unhappy,,2
INT326050,US00017170,IVR,Neutral,,2
INT326051,US00017171,Phone,Happy,Ashley,2
INT326052,US00017171,Phone,Happy,Ashley,2
INT326053,US00017171,Email,Happy,Javier,1
INT326054,US00017171,SMS,Very Happy,,2
INT326055,US00017171,SMS,Happy,,2
INT326056,US00017171,Self-Service,Happy,,2
INT326057,US00017171,Self-Service,Happy,,2
INT326058,US00017171,Case,Happy,Javier,2
INT326059,US00017171,Case,Unhappy,Javier,2
INT326060,US00017171,IVR,Happy,,2
INT326061,US00017171,IVR,Neutral,,2
INT326062,US00017172,Phone,Unhappy,Kate,2
INT326063,US00017172,Phone,Happy,Ashley,2
INT326064,US00017172,Email,Happy,Javier,2
INT326065,US00017172,Email,Very Happy,Javier,2
INT326066,US00017172,SMS,Happy,,3
INT326067,US00017172,SMS,Very Unhappy,,3
INT326068,US00017172,SMS,Unhappy,,3
INT326069,US00017172,Self-Service,Unhappy,,1
INT326070,US00017172,Case,Very Happy,Kate,2
INT326071,US00017172,Case,Happy,Kate,2
INT326072,US00017172,IVR,Unhappy,,3
INT326073,US00017172,IVR,Very Happy,,3
INT326074,US00017172,IVR,Neutral,,3
INT326075,US00017173,Phone,Neutral,Javier,2
INT326076,US00017173,Phone,Neutral,Kate,2
INT326077,US00017173,Email,Very Happy,Javier,2
INT326078,US00017173,Email,Very Unhappy,Ashley,2
INT326079,US00017173,SMS,Very Happy,,3
INT326080,US00017173,SMS,Happy,,3
INT326081,US00017173,SMS,Very Unhappy,,3
INT326082,US00017173,Self-Service,Very Happy,,3
INT326083,US00017173,Self-Service,Neutral,,3
INT326084,US00017173,Self-Service,Unhappy,,3
INT326085,US00017173,Case,Happy,Kate,2
INT326086,US00017173,Case,Happy,Kate,2
INT326087,US00017173,IVR,Very Happy,,3
INT326088,US00017173,IVR,Very Unhappy,,3
INT326089,US00017173,IVR,Very Unhappy,,3
INT326090,US00017174,Phone,Very Unhappy,Kate,3
INT326091,US00017174,Phone,Happy,Ashley,3
INT326092,US00017174,Phone,Happy,Javier,3
INT326093,US00017174,Email,Neutral,Kate,3
INT326094,US00017174,Email,Neutral,Ashley,3
INT326095,US00017174,Email,Happy,Kate,3
INT326096,US00017174,SMS,Neutral,,2
INT326097,US00017174,SMS,Happy,,2
INT326098,US00017174,Self-Service,Neutral,,1
INT326099,US00017174,Case,Unhappy,Javier,2
INT326100,US00017174,Case,Unhappy,Kate,2
INT326101,US00017174,IVR,Very Happy,,2
INT326102,US00017174,IVR,Neutral,,2
INT326103,US00017175,Phone,Very Happy,Javier,2
INT326104,US00017175,Phone,Unhappy,Kate,2
INT326105,US00017175,Email,Very Happy,Kate,3
INT326106,US00017175,Email,Unhappy,Ashley,3
INT326107,US00017175,Email,Happy,Ashley,3
INT326108,US00017175,SMS,Very Unhappy,,3
INT326109,US00017175,SMS,Neutral,,3
INT326110,US00017175,SMS,Unhappy,,3
INT326111,US00017175,Self-Service,Happy,,3
INT326112,US00017175,Self-Service,Unhappy,,3
INT326113,US00017175,Self-Service,Very Happy,,3
INT326114,US00017175,Case,Neutral,Javier,2
INT326115,US00017175,Case,Unhappy,Ashley,2
INT326116,US00017175,IVR,Neutral,,3
INT326117,US00017175,IVR,Happy,,3
INT326118,US00017175,IVR,Happy,,3
INT326119,US00017176,Phone,Neutral,Kate,3
INT326120,US00017176,Phone,Happy,Kate,3
INT326121,US00017176,Phone,Very Happy,Javier,3
INT326122,US00017176,Email,Unhappy,Javier,1
INT326123,US00017176,SMS,Very Happy,,3
INT326124,US00017176,SMS,Neutral,,3
INT326125,US00017176,SMS,Happy,,3
INT326126,US00017176,Self-Service,Very Unhappy,,3
INT326127,US00017176,Self-Service,Very Happy,,3
INT326128,US00017176,Self-Service,Very Happy,,3
INT326129,US00017176,Case,Neutral,Javier,3
INT326130,US00017176,Case,Happy,Ashley,3
INT326131,US00017176,Case,Very Happy,Javier,3
INT326132,US00017176,IVR,Very Unhappy,,1
INT326133,US00017177,Phone,Very Happy,Kate,1
INT326134,US00017177,Email,Neutral,Ashley,1
INT326135,US00017177,SMS,Neutral,,3
INT326136,US00017177,SMS,Happy,,3
INT326137,US00017177,SMS,Happy,,3
INT326138,US00017177,Self-Service,Unhappy,,1
INT326139,US00017177,Case,Happy,Javier,2
INT326140,US00017177,Case,Happy,Kate,2
INT326141,US00017177,IVR,Very Unhappy,,2
INT326142,US00017177,IVR,Very Unhappy,,2
INT326143,US00017178,Phone,Very Happy,Ashley,1
INT326144,US00017178,Email,Very Unhappy,Javier,3
INT326145,US00017178,Email,Very Happy,Kate,3
INT326146,US00017178,Email,Very Happy,Ashley,3
INT326147,US00017178,SMS,Unhappy,,2
INT326148,US00017178,SMS,Very Happy,,2
INT326149,US00017178,Self-Service,Very Unhappy,,1
INT326150,US00017178,Case,Happy,Javier,1
INT326151,US00017178,IVR,Very Happy,,2
INT326152,US00017178,IVR,Neutral,,2
INT326153,US00017179,Phone,Neutral,Ashley,2
INT326154,US00017179,Phone,Unhappy,Ashley,2
INT326155,US00017179,Email,Unhappy,Ashley,3
INT326156,US00017179,Email,Very Happy,Kate,3
INT326157,US00017179,Email,Unhappy,Kate,3
INT326158,US00017179,SMS,Very Happy,,1
INT326159,US00017179,Self-Service,Neutral,,2
INT326160,US00017179,Self-Service,Very Happy,,2
INT326161,US00017179,Case,Unhappy,Javier,1
INT326162,US00017179,IVR,Neutral,,1
INT326163,US00017180,Phone,Unhappy,Kate,2
INT326164,US00017180,Phone,Happy,Ashley,2
INT326165,US00017180,Email,Very Unhappy,Ashley,1
INT326166,US00017180,SMS,Happy,,1
INT326167,US00017180,Self-Service,Neutral,,3
INT326168,US00017180,Self-Service,Very Unhappy,,3
INT326169,US00017180,Self-Service,Happy,,3
INT326170,US00017180,Case,Very Unhappy,Kate,3
INT326171,US00017180,Case,Very Unhappy,Kate,3
INT326172,US00017180,Case,Very Happy,Ashley,3
INT326173,US00017180,IVR,Happy,,1
INT326174,US00017181,Phone,Unhappy,Ashley,3
INT326175,US00017181,Phone,Neutral,Javier,3
INT326176,US00017181,Phone,Neutral,Javier,3
INT326177,US00017181,Email,Very Happy,Ashley,1
INT326178,US00017181,SMS,Very Happy,,1
INT326179,US00017181,Self-Service,Neutral,,1
INT326180,US00017181,Case,Unhappy,Kate,1
INT326181,US00017181,IVR,Happy,,1
INT326182,US00017182,Phone,Neutral,Kate,2
INT326183,US00017182,Phone,Happy,Kate,2
INT326184,US00017182,Email,Very Happy,Ashley,3
INT326185,US00017182,Email,Very Happy,Ashley,3
INT326186,US00017182,Email,Very Happy,Javier,3
INT326187,US00017182,SMS,Neutral,,2
INT326188,US00017182,SMS,Happy,,2
INT326189,US00017182,Self-Service,Neutral,,3
INT326190,US00017182,Self-Service,Very Happy,,3
INT326191,US00017182,Self-Service,Unhappy,,3
INT326192,US00017182,Case,Very Happy,Kate,1
INT326193,US00017182,IVR,Very Unhappy,,3
INT326194,US00017182,IVR,Happy,,3
INT326195,US00017182,IVR,Happy,,3
INT326196,US00017183,Phone,Happy,Ashley,3
INT326197,US00017183,Phone,Neutral,Ashley,3
INT326198,US00017183,Phone,Happy,Javier,3
INT326199,US00017183,Email,Happy,Javier,1
INT326200,US00017183,SMS,Neutral,,1
INT326201,US00017183,Self-Service,Very Happy,,2
INT326202,US00017183,Self-Service,Neutral,,2
INT326203,US00017183,Case,Happy,Javier,1
INT326204,US00017183,IVR,Happy,,2
INT326205,US00017183,IVR,Very Happy,,2
INT326206,US00017184,Phone,Unhappy,Kate,1
INT326207,US00017184,Email,Very Unhappy,Ashley,2
INT326208,US00017184,Email,Very Happy,Kate,2
INT326209,US00017184,SMS,Happy,,1
INT326210,US00017184,Self-Service,Very Happy,,3
INT326211,US00017184,Self-Service,Unhappy,,3
INT326212,US00017184,Self-Service,Very Happy,,3
INT326213,US00017184,Case,Happy,Kate,1
INT326214,US00017184,IVR,Happy,,1
INT326215,US00017185,Phone,Unhappy,Javier,2
INT326216,US00017185,Phone,Neutral,Ashley,2
INT326217,US00017185,Email,Neutral,Kate,2
INT326218,US00017185,Email,Happy,Javier,2
INT326219,US00017185,SMS,Happy,,2
INT326220,US00017185,SMS,Happy,,2
INT326221,US00017185,Self-Service,Neutral,,1
INT326222,US00017185,Case,Very Unhappy,Kate,2
INT326223,US00017185,Case,Neutral,Kate,2
INT326224,US00017185,IVR,Very Happy,,3
INT326225,US00017185,IVR,Happy,,3
INT326226,US00017185,IVR,Neutral,,3
INT326227,US00017186,Phone,Very Happy,Javier,2
INT326228,US00017186,Phone,Very Happy,Ashley,2
INT326229,US00017186,Email,Very Happy,Ashley,3
INT326230,US00017186,Email,Happy,Kate,3
INT326231,US00017186,Email,Happy,Ashley,3
INT326232,US00017186,SMS,Happy,,1
INT326233,US00017186,Self-Service,Happy,,1
INT326234,US00017186,Case,Very Happy,Javier,2
INT326235,US00017186,Case,Neutral,Kate,2
INT326236,US00017186,IVR,Very Unhappy,,1
INT326237,US00017187,Phone,Unhappy,Javier,3
INT326238,US00017187,Phone,Happy,Kate,3
INT326239,US00017187,Phone,Happy,Ashley,3
INT326240,US00017187,Email,Happy,Ashley,2
INT326241,US00017187,Email,Very Happy,Kate,2
INT326242,US00017187,SMS,Very Happy,,3
INT326243,US00017187,SMS,Neutral,,3
INT326244,US00017187,SMS,Very Happy,,3
INT326245,US00017187,Self-Service,Happy,,3
INT326246,US00017187,Self-Service,Very Happy,,3
INT326247,US00017187,Self-Service,Neutral,,3
INT326248,US00017187,Case,Neutral,Ashley,2
INT326249,US00017187,Case,Very Happy,Ashley,2
INT326250,US00017187,IVR,Happy,,1
INT326251,US00017188,Phone,Neutral,Ashley,2
INT326252,US00017188,Phone,Happy,Javier,2
INT326253,US00017188,Email,Neutral,Javier,1
INT326254,US00017188,SMS,Very Happy,,2
INT326255,US00017188,SMS,Happy,,2
INT326256,US00017188,Self-Service,Happy,,2
INT326257,US00017188,Self-Service,Very Happy,,2
INT326258,US00017188,Case,Happy,Javier,1
INT326259,US00017188,IVR,Neutral,,2
INT326260,US00017188,IVR,Very Happy,,2
INT326261,US00017189,Phone,Happy,Javier,3
INT326262,US00017189,Phone,Happy,Ashley,3
INT326263,US00017189,Phone,Neutral,Javier,3
INT326264,US00017189,Email,Neutral,Ashley,3
INT326265,US00017189,Email,Happy,Javier,3
INT326266,US00017189,Email,Happy,Ashley,3
INT326267,US00017189,SMS,Neutral,,2
INT326268,US00017189,SMS,Happy,,2
INT326269,US00017189,Self-Service,Happy,,1
INT326270,US00017189,Case,Very Happy,Ashley,2
INT326271,US00017189,Case,Neutral,Javier,2
INT326272,US00017189,IVR,Neutral,,3
INT326273,US00017189,IVR,Neutral,,3
INT326274,US00017189,IVR,Very Happy,,3
INT326275,US00017190,Phone,Very Happy,Javier,1
INT326276,US00017190,Email,Happy,Kate,3
INT326277,US00017190,Email,Neutral,Kate,3
INT326278,US00017190,Email,Very Unhappy,Ashley,3
INT326279,US00017190,SMS,Unhappy,,2
INT326280,US00017190,SMS,Neutral,,2
INT326281,US00017190,Self-Service,Very Happy,,2
INT326282,US00017190,Self-Service,Happy,,2
INT326283,US00017190,Case,Neutral,Ashley,2
INT326284,US00017190,Case,Happy,Kate,2
INT326285,US00017190,IVR,Very Happy,,1
INT326286,US00017191,Phone,Unhappy,Javier,3
INT326287,US00017191,Phone,Unhappy,Kate,3
INT326288,US00017191,Phone,Happy,Kate,3
INT326289,US00017191,Email,Very Unhappy,Ashley,1
INT326290,US00017191,SMS,Very Happy,,3
INT326291,US00017191,SMS,Very Unhappy,,3
INT326292,US00017191,SMS,Very Unhappy,,3
INT326293,US00017191,Self-Service,Happy,,3
INT326294,US00017191,Self-Service,Happy,,3
INT326295,US00017191,Self-Service,Unhappy,,3
INT326296,US00017191,Case,Very Happy,Ashley,2
INT326297,US00017191,Case,Happy,Ashley,2
INT326298,US00017191,IVR,Very Happy,,2
INT326299,US00017191,IVR,Happy,,2
INT326300,US00017192,Phone,Very Happy,Ashley,1
INT326301,US00017192,Email,Happy,Kate,1
INT326302,US00017192,SMS,Very Happy,,3
INT326303,US00017192,SMS,Neutral,,3
INT326304,US00017192,SMS,Happy,,3
INT326305,US00017192,Self-Service,Unhappy,,1
INT326306,US00017192,Case,Happy,Ashley,3
INT326307,US00017192,Case,Happy,Javier,3
INT326308,US00017192,Case,Very Unhappy,Kate,3
INT326309,US00017192,IVR,Neutral,,3
INT326310,US00017192,IVR,Neutral,,3
INT326311,US00017192,IVR,Unhappy,,3
INT326312,US00017193,Phone,Very Unhappy,Ashley,1
INT326313,US00017193,Email,Unhappy,Javier,1
INT326314,US00017193,SMS,Happy,,1
INT326315,US00017193,Self-Service,Happy,,2
INT326316,US00017193,Self-Service,Neutral,,2
INT326317,US00017193,Case,Neutral,Javier,3
INT326318,US00017193,Case,Very Happy,Javier,3
INT326319,US00017193,Case,Happy,Javier,3
INT326320,US00017193,IVR,Neutral,,2
INT326321,US00017193,IVR,Happy,,2
INT326322,US00017194,Phone,Very Happy,Kate,3
INT326323,US00017194,Phone,Very Happy,Kate,3
INT326324,US00017194,Phone,Very Unhappy,Javier,3
INT326325,US00017194,Email,Neutral,Javier,3
INT326326,US00017194,Email,Very Unhappy,Ashley,3
INT326327,US00017194,Email,Unhappy,Ashley,3
INT326328,US00017194,SMS,Neutral,,2
INT326329,US00017194,SMS,Very Happy,,2
INT326330,US00017194,Self-Service,Very Happy,,1
INT326331,US00017194,Case,Happy,Javier,3
INT326332,US00017194,Case,Happy,Kate,3
INT326333,US00017194,Case,Unhappy,Ashley,3
INT326334,US00017194,IVR,Very Happy,,2
INT326335,US00017194,IVR,Very Unhappy,,2
INT326336,US00017195,Phone,Neutral,Ashley,3
INT326337,US00017195,Phone,Very Happy,Javier,3
INT326338,US00017195,Phone,Happy,Ashley,3
INT326339,US00017195,Email,Happy,Ashley,3
INT326340,US00017195,Email,Happy,Javier,3
INT326341,US00017195,Email,Unhappy,Kate,3
INT326342,US00017195,SMS,Happy,,3
INT326343,US00017195,SMS,Happy,,3
INT326344,US00017195,SMS,Neutral,,3
INT326345,US00017195,Self-Service,Unhappy,,1
INT326346,US00017195,Case,Very Happy,Javier,1
INT326347,US00017195,IVR,Happy,,1
INT326348,US00017196,Phone,Very Happy,Kate,1
INT326349,US00017196,Email,Neutral,Ashley,1
INT326350,US00017196,SMS,Very Happy,,1
INT326351,US00017196,Self-Service,Happy,,3
INT326352,US00017196,Self-Service,Happy,,3
INT326353,US00017196,Self-Service,Unhappy,,3
INT326354,US00017196,Case,Very Happy,Kate,1
INT326355,US00017196,IVR,Very Unhappy,,1
INT326356,US00017197,Phone,Unhappy,Javier,3
INT326357,US00017197,Phone,Neutral,Javier,3
INT326358,US00017197,Phone,Neutral,Kate,3
INT326359,US00017197,Email,Very Happy,Kate,3
INT326360,US00017197,Email,Neutral,Kate,3
INT326361,US00017197,Email,Very Happy,Kate,3
INT326362,US00017197,SMS,Happy,,2
INT326363,US00017197,SMS,Very Happy,,2
INT326364,US00017197,Self-Service,Very Unhappy,,1
INT326365,US00017197,Case,Happy,Ashley,3
INT326366,US00017197,Case,Very Happy,Ashley,3
INT326367,US00017197,Case,Happy,Javier,3
INT326368,US00017197,IVR,Neutral,,1
INT326369,US00017198,Phone,Neutral,Kate,2
INT326370,US00017198,Phone,Neutral,Ashley,2
INT326371,US00017198,Email,Happy,Javier,1
INT326372,US00017198,SMS,Neutral,,1
INT326373,US00017198,Self-Service,Neutral,,3
INT326374,US00017198,Self-Service,Unhappy,,3
INT326375,US00017198,Self-Service,Happy,,3
INT326376,US00017198,Case,Happy,Javier,3
INT326377,US00017198,Case,Neutral,Javier,3
INT326378,US00017198,Case,Very Happy,Kate,3
INT326379,US00017198,IVR,Very Happy,,3
INT326380,US00017198,IVR,Very Unhappy,,3
INT326381,US00017198,IVR,Happy,,3
INT326382,US00017199,Phone,Very Happy,Ashley,2
INT326383,US00017199,Phone,Very Happy,Ashley,2
INT326384,US00017199,Email,Happy,Javier,3
INT326385,US00017199,Email,Very Happy,Javier,3
INT326386,US00017199,Email,Happy,Ashley,3
INT326387,US00017199,SMS,Unhappy,,2
INT326388,US00017199,SMS,Neutral,,2
INT326389,US00017199,Self-Service,Very Unhappy,,1
INT326390,US00017199,Case,Very Happy,Ashley,2
INT326391,US00017199,Case,Very Happy,Ashley,2
INT326392,US00017199,IVR,Happy,,1
INT326393,US00017200,Phone,Happy,Ashley,2
INT326394,US00017200,Phone,Very Happy,Javier,2
INT326395,US00017200,Email,Neutral,Javier,1
INT326396,US00017200,SMS,Very Happy,,1
INT326397,US00017200,Self-Service,Happy,,3
INT326398,US00017200,Self-Service,Unhappy,,3
INT326399,US00017200,Self-Service,Unhappy,,3
INT326400,US00017200,Case,Neutral,Javier,3
